origin,destination,month,passengers,year
MIA,ORD,12,45460.0,2009
MIA,PHL,1,22347.0,2009
MIA,PHL,2,21076.0,2009
MIA,PHL,3,25735.0,2009
MIA,PHL,4,24150.0,2009
MIA,PHL,5,22222.0,2009
MIA,PHL,6,19773.0,2009
MIA,PHL,7,21353.0,2009
MIA,PHL,8,22896.0,2009
MIA,PHL,9,17567.0,2009
MIA,PHL,10,19294.0,2009
MIA,PHL,11,19153.0,2009
MIA,PHL,12,18671.0,2009
MIA,PHX,1,3479.0,2009
MIA,PHX,2,3028.0,2009
MIA,PHX,3,3983.0,2009
MIA,PHX,4,3795.0,2009
MIA,PHX,5,3595.0,2009
MIA,PHX,6,1101.0,2009
MIA,PHX,11,1248.0,2009
MIA,PHX,12,3514.0,2009
MIA,SEA,1,4301.0,2009
MIA,SEA,2,3781.0,2009
MIA,SEA,3,4235.0,2009
MIA,SEA,4,4261.0,2009
MIA,SEA,5,4329.0,2009
MIA,SEA,6,4356.0,2009
MIA,SEA,7,4563.0,2009
MIA,SEA,8,4387.0,2009
MIA,SEA,9,3566.0,2009
MIA,SEA,10,3718.0,2009
MIA,SEA,11,3824.0,2009
MIA,SEA,12,4326.0,2009
MIA,SFO,1,16535.0,2009
MIA,SFO,2,14435.0,2009
MIA,SFO,3,16971.0,2009
MIA,SFO,4,15931.0,2009
MIA,SFO,5,15198.0,2009
MIA,SFO,6,15245.0,2009
MIA,SFO,7,16033.0,2009
MIA,SFO,8,16305.0,2009
MIA,SFO,9,15316.0,2009
MIA,SFO,10,16923.0,2009
MIA,SFO,11,16106.0,2009
MIA,SFO,12,17082.0,2009
MSP,ATL,1,55337.0,2009
MSP,ATL,2,52438.0,2009
MSP,ATL,3,59852.0,2009
MSP,ATL,4,53047.0,2009
MSP,ATL,5,56093.0,2009
MSP,ATL,6,59336.0,2009
MSP,ATL,7,60325.0,2009
MSP,ATL,8,58334.0,2009
MSP,ATL,9,48941.0,2009
MSP,ATL,10,52969.0,2009
MSP,ATL,11,47830.0,2009
MSP,ATL,12,50035.0,2009
MSP,BOS,1,12141.0,2009
MSP,BOS,2,11501.0,2009
MSP,BOS,3,14069.0,2009
MSP,BOS,4,14865.0,2009
MSP,BOS,5,21303.0,2009
MSP,BOS,6,21045.0,2009
MSP,BOS,7,25777.0,2009
MSP,BOS,8,24261.0,2009
MSP,BOS,9,21230.0,2009
MSP,BOS,10,20831.0,2009
MSP,BOS,11,16685.0,2009
MSP,BOS,12,15999.0,2009
MSP,CLT,1,15227.0,2009
MSP,CLT,2,14052.0,2009
MSP,CLT,3,16092.0,2009
MSP,CLT,4,14980.0,2009
MSP,CLT,5,16057.0,2009
MSP,CLT,6,18836.0,2009
MSP,CLT,7,19063.0,2009
MSP,CLT,8,19085.0,2009
MSP,CLT,9,18030.0,2009
MSP,CLT,10,19677.0,2009
MSP,CLT,11,17288.0,2009
MSP,CLT,12,17007.0,2009
MSP,DEN,1,48100.0,2009
MSP,DEN,2,43436.0,2009
MSP,DEN,3,51886.0,2009
MSP,DEN,4,45513.0,2009
MSP,DEN,5,52661.0,2009
MSP,DEN,6,70573.0,2009
MSP,DEN,7,79309.0,2009
MSP,DEN,8,75571.0,2009
MSP,DEN,9,61002.0,2009
MSP,DEN,10,59581.0,2009
MSP,DEN,11,48840.0,2009
MSP,DEN,12,56439.0,2009
MSP,DFW,1,28766.0,2009
MSP,DFW,2,29104.0,2009
MSP,DFW,3,34971.0,2009
MSP,DFW,4,30492.0,2009
MSP,DFW,5,32080.0,2009
MSP,DFW,6,34753.0,2009
MSP,DFW,7,39318.0,2009
MSP,DFW,8,37616.0,2009
MSP,DFW,9,30690.0,2009
MSP,DFW,10,32197.0,2009
MSP,DFW,11,29582.0,2009
MSP,DFW,12,32084.0,2009
MSP,DTW,1,38311.0,2009
MSP,DTW,2,35044.0,2009
MSP,DTW,3,43908.0,2009
MSP,DTW,4,43663.0,2009
MSP,DTW,5,42093.0,2009
MSP,DTW,6,46862.0,2009
MSP,DTW,7,43799.0,2009
MSP,DTW,8,40007.0,2009
MSP,DTW,9,35251.0,2009
MSP,DTW,10,37032.0,2009
MSP,DTW,11,34683.0,2009
MSP,DTW,12,33400.0,2009
MSP,EWR,1,12645.0,2009
MSP,EWR,2,10862.0,2009
MSP,EWR,3,14795.0,2009
MSP,EWR,4,15266.0,2009
MSP,EWR,5,16734.0,2009
MSP,EWR,6,20528.0,2009
MSP,EWR,7,21937.0,2009
MSP,EWR,8,21897.0,2009
MSP,EWR,9,16866.0,2009
MSP,EWR,10,16858.0,2009
MSP,EWR,11,15421.0,2009
MSP,EWR,12,15431.0,2009
MSP,IAH,1,16866.0,2009
MSP,IAH,2,15884.0,2009
MSP,IAH,3,18976.0,2009
MSP,IAH,4,14934.0,2009
MSP,IAH,5,15246.0,2009
MSP,IAH,6,18314.0,2009
MSP,IAH,7,21799.0,2009
MSP,IAH,8,20455.0,2009
MSP,IAH,9,12549.0,2009
MSP,IAH,10,13649.0,2009
MSP,IAH,11,14046.0,2009
MSP,IAH,12,15568.0,2009
MSP,JFK,1,12969.0,2009
MSP,JFK,2,11935.0,2009
MSP,JFK,3,12159.0,2009
MSP,JFK,4,12709.0,2009
MSP,JFK,5,15667.0,2009
MSP,JFK,6,18234.0,2009
MSP,JFK,7,19252.0,2009
MSP,JFK,8,20793.0,2009
MSP,JFK,9,16819.0,2009
MSP,JFK,10,15769.0,2009
MSP,JFK,11,13148.0,2009
MSP,JFK,12,13134.0,2009
MSP,LAS,1,34693.0,2009
MSP,LAS,2,37747.0,2009
MSP,LAS,3,44582.0,2009
MSP,LAS,4,37736.0,2009
MSP,LAS,5,38498.0,2009
MSP,LAS,6,29031.0,2009
MSP,LAS,7,29839.0,2009
MSP,LAS,8,32431.0,2009
MSP,LAS,9,31865.0,2009
MSP,LAS,10,33221.0,2009
MSP,LAS,11,33432.0,2009
MSP,LAS,12,30171.0,2009
MSP,LAX,1,28494.0,2009
MSP,LAX,2,26953.0,2009
MSP,LAX,3,31671.0,2009
MSP,LAX,4,33014.0,2009
MSP,LAX,5,35163.0,2009
MSP,LAX,6,40930.0,2009
MSP,LAX,7,48069.0,2009
MSP,LAX,8,43527.0,2009
MSP,LAX,9,29316.0,2009
MSP,LAX,10,29711.0,2009
MSP,LAX,11,27583.0,2009
MSP,LAX,12,33140.0,2009
MSP,LGA,1,13132.0,2009
MSP,LGA,2,11563.0,2009
MSP,LGA,3,15374.0,2009
MSP,LGA,4,17591.0,2009
MSP,LGA,5,22079.0,2009
MSP,LGA,6,24216.0,2009
MSP,LGA,7,27320.0,2009
MSP,LGA,8,25598.0,2009
MSP,LGA,9,19251.0,2009
MSP,LGA,10,18446.0,2009
MSP,LGA,11,17396.0,2009
MSP,LGA,12,16978.0,2009
MSP,MCO,1,30447.0,2009
MSP,MCO,2,34875.0,2009
MSP,MCO,3,45110.0,2009
MSP,MCO,4,33997.0,2009
MSP,MCO,5,24313.0,2009
MSP,MCO,6,21305.0,2009
MSP,MCO,7,19941.0,2009
MSP,MCO,8,19898.0,2009
MSP,MCO,9,16375.0,2009
MSP,MCO,10,25579.0,2009
MSP,MCO,11,25496.0,2009
MSP,MCO,12,32950.0,2009
MSP,MIA,1,12999.0,2009
MSP,MIA,2,14693.0,2009
MSP,MIA,3,18099.0,2009
MSP,MIA,4,10701.0,2009
MSP,MIA,5,6742.0,2009
MSP,MIA,6,10891.0,2009
MSP,MIA,7,10424.0,2009
MSP,MIA,8,8366.0,2009
MSP,MIA,9,4414.0,2009
MSP,MIA,10,6741.0,2009
MSP,MIA,11,6745.0,2009
MSP,MIA,12,10413.0,2009
MSP,MSP,1,85.0,2009
MSP,MSP,4,17.0,2009
MSP,MSP,8,22.0,2009
MSP,ORD,1,51875.0,2009
MSP,ORD,2,49424.0,2009
MSP,ORD,3,73502.0,2009
MSP,ORD,4,69048.0,2009
MSP,ORD,5,70912.0,2009
MSP,ORD,6,75234.0,2009
MSP,ORD,7,79155.0,2009
MSP,ORD,8,75902.0,2009
MSP,ORD,9,71185.0,2009
MSP,ORD,10,75932.0,2009
MSP,ORD,11,62056.0,2009
MSP,ORD,12,60015.0,2009
MSP,PHL,1,18227.0,2009
MSP,PHL,2,15358.0,2009
MSP,PHL,3,18046.0,2009
MSP,PHL,4,20000.0,2009
MSP,PHL,5,23227.0,2009
MSP,PHL,6,25122.0,2009
MSP,PHL,7,29653.0,2009
MSP,PHL,8,28009.0,2009
MSP,PHL,9,24517.0,2009
MSP,PHL,10,23825.0,2009
MSP,PHL,11,21662.0,2009
MSP,PHL,12,20528.0,2009
MSP,PHX,1,49740.0,2009
MSP,PHX,2,52116.0,2009
MSP,PHX,3,62556.0,2009
MSP,PHX,4,45297.0,2009
MSP,PHX,5,39591.0,2009
MSP,PHX,6,38889.0,2009
MSP,PHX,7,43887.0,2009
MSP,PHX,8,43783.0,2009
MSP,PHX,9,38362.0,2009
MSP,PHX,10,43456.0,2009
MSP,PHX,11,43984.0,2009
MSP,PHX,12,48181.0,2009
MSP,SEA,1,34311.0,2009
MSP,SEA,2,29711.0,2009
MSP,SEA,3,37062.0,2009
MSP,SEA,4,40290.0,2009
MSP,SEA,5,46626.0,2009
MSP,SEA,6,56059.0,2009
MSP,SEA,7,63980.0,2009
MSP,SEA,8,57804.0,2009
MSP,SEA,9,44245.0,2009
MSP,SEA,10,40322.0,2009
MSP,SEA,11,37075.0,2009
MSP,SEA,12,42526.0,2009
MSP,SFO,1,21230.0,2009
MSP,SFO,2,18845.0,2009
MSP,SFO,3,21882.0,2009
MSP,SFO,4,23560.0,2009
MSP,SFO,5,29811.0,2009
MSP,SFO,6,37237.0,2009
MSP,SFO,7,43660.0,2009
MSP,SFO,8,38581.0,2009
MSP,SFO,9,32658.0,2009
MSP,SFO,10,27723.0,2009
MSP,SFO,11,24577.0,2009
MSP,SFO,12,27854.0,2009
ORD,ATL,1,47206.0,2009
ORD,ATL,2,46220.0,2009
ORD,ATL,3,58511.0,2009
ORD,ATL,4,56858.0,2009
ORD,ATL,5,54499.0,2009
ORD,ATL,6,61161.0,2009
ORD,ATL,7,65816.0,2009
ORD,ATL,8,60012.0,2009
ORD,ATL,9,55570.0,2009
ORD,ATL,10,60014.0,2009
ORD,ATL,11,52844.0,2009
ORD,ATL,12,53091.0,2009
ORD,BOS,1,42533.0,2009
ORD,BOS,2,43186.0,2009
ORD,BOS,3,55580.0,2009
ORD,BOS,4,59355.0,2009
ORD,BOS,5,64200.0,2009
ORD,BOS,6,71310.0,2009
ORD,BOS,7,79140.0,2009
ORD,BOS,8,76965.0,2009
ORD,BOS,9,63529.0,2009
ORD,BOS,10,71204.0,2009
ORD,BOS,11,59551.0,2009
ORD,BOS,12,53826.0,2009
ORD,CLT,1,40471.0,2009
ORD,CLT,2,37872.0,2009
ORD,CLT,3,45683.0,2009
ORD,CLT,4,42582.0,2009
ORD,CLT,5,43378.0,2009
ORD,CLT,6,47905.0,2009
ORD,CLT,7,49751.0,2009
ORD,CLT,8,45005.0,2009
ORD,CLT,9,40742.0,2009
ORD,CLT,10,46248.0,2009
ORD,CLT,11,41973.0,2009
ORD,CLT,12,40924.0,2009
ORD,DEN,1,56001.0,2009
ORD,DEN,2,57217.0,2009
ORD,DEN,3,70551.0,2009
ORD,DEN,4,67988.0,2009
ORD,DEN,5,70316.0,2009
ORD,DEN,6,78891.0,2009
ORD,DEN,7,83353.0,2009
ORD,DEN,8,79762.0,2009
ORD,DEN,9,61765.0,2009
ORD,DEN,10,63968.0,2009
ORD,DEN,11,54679.0,2009
ORD,DEN,12,62150.0,2009
ORD,DFW,1,56722.0,2009
ORD,DFW,2,55939.0,2009
ORD,DFW,3,67699.0,2009
ORD,DFW,4,65358.0,2009
ORD,DFW,5,68020.0,2009
ORD,DFW,6,78956.0,2009
ORD,DFW,7,87849.0,2009
ORD,DFW,8,83122.0,2009
ORD,DFW,9,70668.0,2009
ORD,DFW,10,76767.0,2009
ORD,DFW,11,67674.0,2009
ORD,DFW,12,69282.0,2009
ORD,DTW,1,40088.0,2009
ORD,DTW,2,38497.0,2009
ORD,DTW,3,50082.0,2009
ORD,DTW,4,45524.0,2009
ORD,DTW,5,45154.0,2009
ORD,DTW,6,46354.0,2009
ORD,DTW,7,48426.0,2009
ORD,DTW,8,46156.0,2009
ORD,DTW,9,39725.0,2009
ORD,DTW,10,41472.0,2009
ORD,DTW,11,38047.0,2009
ORD,DTW,12,36900.0,2009
ORD,EWR,1,37281.0,2009
ORD,EWR,2,36038.0,2009
ORD,EWR,3,46238.0,2009
ORD,EWR,4,49380.0,2009
ORD,EWR,5,55828.0,2009
ORD,EWR,6,58981.0,2009
ORD,EWR,7,60645.0,2009
ORD,EWR,8,62224.0,2009
ORD,EWR,9,56914.0,2009
ORD,EWR,10,58524.0,2009
ORD,EWR,11,50254.0,2009
ORD,EWR,12,46368.0,2009
ORD,IAH,1,35696.0,2009
ORD,IAH,2,33878.0,2009
ORD,IAH,3,44834.0,2009
ORD,IAH,4,38890.0,2009
ORD,IAH,5,38585.0,2009
ORD,IAH,6,41815.0,2009
ORD,IAH,7,44373.0,2009
ORD,IAH,8,43579.0,2009
ORD,IAH,9,37669.0,2009
ORD,IAH,10,40921.0,2009
ORD,IAH,11,39687.0,2009
ORD,IAH,12,47084.0,2009
ORD,JFK,1,12547.0,2009
ORD,JFK,2,11335.0,2009
ORD,JFK,3,16627.0,2009
ORD,JFK,4,16585.0,2009
ORD,JFK,5,21798.0,2009
ORD,JFK,6,22824.0,2009
ORD,JFK,7,20773.0,2009
ORD,JFK,8,23513.0,2009
ORD,JFK,9,20191.0,2009
ORD,JFK,10,20911.0,2009
ORD,JFK,11,17955.0,2009
ORD,JFK,12,19125.0,2009
ORD,LAS,1,42055.0,2009
ORD,LAS,2,45546.0,2009
ORD,LAS,3,55677.0,2009
ORD,LAS,4,54204.0,2009
ORD,LAS,5,56516.0,2009
ORD,LAS,6,52630.0,2009
ORD,LAS,7,56243.0,2009
ORD,LAS,8,55782.0,2009
ORD,LAS,9,55737.0,2009
ORD,LAS,10,60956.0,2009
ORD,LAS,11,47428.0,2009
ORD,LAS,12,44242.0,2009
ORD,LAX,1,70889.0,2009
ORD,LAX,2,67217.0,2009
ORD,LAX,3,80666.0,2009
ORD,LAX,4,83970.0,2009
ORD,LAX,5,85810.0,2009
ORD,LAX,6,89413.0,2009
ORD,LAX,7,94415.0,2009
ORD,LAX,8,93217.0,2009
ORD,LAX,9,77846.0,2009
ORD,LAX,10,88570.0,2009
ORD,LAX,11,76895.0,2009
ORD,LAX,12,83502.0,2009
ORD,LGA,1,61049.0,2009
ORD,LGA,2,60770.0,2009
ORD,LGA,3,78628.0,2009
ORD,LGA,4,78515.0,2009
ORD,LGA,5,83277.0,2009
ORD,LGA,6,93052.0,2009
ORD,LGA,7,96720.0,2009
ORD,LGA,8,103339.0,2009
ORD,LGA,9,95105.0,2009
ORD,LGA,10,101033.0,2009
ORD,LGA,11,91072.0,2009
ORD,LGA,12,87196.0,2009
ORD,MCO,1,37035.0,2009
ORD,MCO,2,42091.0,2009
ORD,MCO,3,51150.0,2009
ORD,MCO,4,42691.0,2009
ORD,MCO,5,40565.0,2009
ORD,MCO,6,42079.0,2009
ORD,MCO,7,41387.0,2009
ORD,MCO,8,37864.0,2009
ORD,MCO,9,31319.0,2009
ORD,MCO,10,39631.0,2009
ORD,MCO,11,34981.0,2009
ORD,MCO,12,37176.0,2009
ORD,MIA,1,49539.0,2009
ORD,MIA,2,48214.0,2009
ORD,MIA,3,56244.0,2009
ORD,MIA,4,51751.0,2009
ORD,MIA,5,51916.0,2009
ORD,MIA,6,49169.0,2009
ORD,MIA,7,49082.0,2009
ORD,MIA,8,45271.0,2009
ORD,MIA,9,37703.0,2009
ORD,MIA,10,45941.0,2009
ORD,MIA,11,45971.0,2009
ORD,MIA,12,55056.0,2009
ORD,MSP,1,49554.0,2009
ORD,MSP,2,49086.0,2009
ORD,MSP,3,75655.0,2009
ORD,MSP,4,71390.0,2009
ORD,MSP,5,69377.0,2009
ORD,MSP,6,77346.0,2009
ORD,MSP,7,80741.0,2009
ORD,MSP,8,76857.0,2009
ORD,MSP,9,69615.0,2009
ORD,MSP,10,74597.0,2009
ORD,MSP,11,61330.0,2009
ORD,MSP,12,61590.0,2009
ORD,ORD,1,200.0,2009
ORD,ORD,2,146.0,2009
ORD,ORD,4,117.0,2009
ORD,ORD,5,205.0,2009
ORD,ORD,7,64.0,2009
ORD,ORD,9,64.0,2009
ORD,ORD,10,8.0,2009
ORD,ORD,12,146.0,2009
ORD,PHL,1,46338.0,2009
ORD,PHL,2,41600.0,2009
ORD,PHL,3,58915.0,2009
ORD,PHL,4,56711.0,2009
ORD,PHL,5,59208.0,2009
ORD,PHL,6,62775.0,2009
ORD,PHL,7,65756.0,2009
ORD,PHL,8,64615.0,2009
ORD,PHL,9,56567.0,2009
ORD,PHL,10,61090.0,2009
ORD,PHL,11,57526.0,2009
ORD,PHL,12,46055.0,2009
ORD,PHX,1,48171.0,2009
ORD,PHX,2,48086.0,2009
ORD,PHX,3,59501.0,2009
ORD,PHX,4,53726.0,2009
ORD,PHX,5,50349.0,2009
ORD,PHX,6,50427.0,2009
ORD,PHX,7,54139.0,2009
ORD,PHX,8,51085.0,2009
ORD,PHX,9,45979.0,2009
ORD,PHX,10,54556.0,2009
ORD,PHX,11,49988.0,2009
ORD,PHX,12,50269.0,2009
ORD,SEA,1,37964.0,2009
ORD,SEA,2,36086.0,2009
ORD,SEA,3,49658.0,2009
ORD,SEA,4,54401.0,2009
ORD,SEA,5,57944.0,2009
ORD,SEA,6,58099.0,2009
ORD,SEA,7,61200.0,2009
ORD,SEA,8,59613.0,2009
ORD,SEA,9,53201.0,2009
ORD,SEA,10,54089.0,2009
ORD,SEA,11,43809.0,2009
ORD,SEA,12,48469.0,2009
ORD,SFO,1,57143.0,2009
ORD,SFO,2,53151.0,2009
ORD,SFO,3,73257.0,2009
ORD,SFO,4,70905.0,2009
ORD,SFO,5,72921.0,2009
ORD,SFO,6,71651.0,2009
ORD,SFO,7,74259.0,2009
ORD,SFO,8,73592.0,2009
ORD,SFO,9,64679.0,2009
ORD,SFO,10,69750.0,2009
ORD,SFO,11,65321.0,2009
ORD,SFO,12,65934.0,2009
PHL,ATL,1,59327.0,2009
PHL,ATL,2,53582.0,2009
PHL,ATL,3,58855.0,2009
PHL,ATL,4,63550.0,2009
PHL,ATL,5,64714.0,2009
PHL,ATL,6,70713.0,2009
PHL,ATL,7,75028.0,2009
PHL,ATL,8,76028.0,2009
PHL,ATL,9,61090.0,2009
PHL,ATL,10,65979.0,2009
PHL,ATL,11,65059.0,2009
PHL,ATL,12,61299.0,2009
PHL,BOS,1,21908.0,2009
PHL,BOS,2,22601.0,2009
PHL,BOS,3,25777.0,2009
PHL,BOS,4,28005.0,2009
PHL,BOS,5,28361.0,2009
PHL,BOS,6,27297.0,2009
PHL,BOS,7,30166.0,2009
PHL,BOS,8,27082.0,2009
PHL,BOS,9,25365.0,2009
PHL,BOS,10,29296.0,2009
PHL,BOS,11,23340.0,2009
PHL,BOS,12,19158.0,2009
PHL,CLT,1,25081.0,2009
PHL,CLT,2,25957.0,2009
PHL,CLT,3,29645.0,2009
PHL,CLT,4,34791.0,2009
PHL,CLT,5,32588.0,2009
PHL,CLT,6,32068.0,2009
PHL,CLT,7,33453.0,2009
PHL,CLT,8,33437.0,2009
PHL,CLT,9,27263.0,2009
PHL,CLT,10,30495.0,2009
PHL,CLT,11,29296.0,2009
PHL,CLT,12,30479.0,2009
PHL,DEN,1,25901.0,2009
PHL,DEN,2,22791.0,2009
PHL,DEN,3,26274.0,2009
PHL,DEN,4,24108.0,2009
PHL,DEN,5,29031.0,2009
PHL,DEN,6,34263.0,2009
PHL,DEN,7,35488.0,2009
PHL,DEN,8,32997.0,2009
PHL,DEN,9,28440.0,2009
PHL,DEN,10,29869.0,2009
PHL,DEN,11,24800.0,2009
PHL,DEN,12,27033.0,2009
PHL,DFW,1,31150.0,2009
PHL,DFW,2,27714.0,2009
PHL,DFW,3,32239.0,2009
PHL,DFW,4,33801.0,2009
PHL,DFW,5,33482.0,2009
PHL,DFW,6,37524.0,2009
PHL,DFW,7,39648.0,2009
PHL,DFW,8,39034.0,2009
PHL,DFW,9,34220.0,2009
PHL,DFW,10,37647.0,2009
PHL,DFW,11,34611.0,2009
PHL,DFW,12,33545.0,2009
PHL,DTW,1,23752.0,2009
PHL,DTW,2,20736.0,2009
PHL,DTW,3,25136.0,2009
PHL,DTW,4,26209.0,2009
PHL,DTW,5,25799.0,2009
PHL,DTW,6,28308.0,2009
PHL,DTW,7,29321.0,2009
PHL,DTW,8,26412.0,2009
PHL,DTW,9,24350.0,2009
PHL,DTW,10,26192.0,2009
PHL,DTW,11,27653.0,2009
PHL,DTW,12,24512.0,2009
PHL,EWR,1,1930.0,2009
PHL,EWR,2,1428.0,2009
PHL,EWR,3,5228.0,2009
PHL,EWR,4,6101.0,2009
PHL,EWR,5,6513.0,2009
PHL,EWR,6,6140.0,2009
PHL,EWR,7,6086.0,2009
PHL,EWR,8,6328.0,2009
PHL,EWR,9,5821.0,2009
PHL,EWR,10,6842.0,2009
PHL,EWR,11,6841.0,2009
PHL,EWR,12,6761.0,2009
PHL,IAH,1,21657.0,2009
PHL,IAH,2,20558.0,2009
PHL,IAH,3,25958.0,2009
PHL,IAH,4,25220.0,2009
PHL,IAH,5,25486.0,2009
PHL,IAH,6,29202.0,2009
PHL,IAH,7,31291.0,2009
PHL,IAH,8,31177.0,2009
PHL,IAH,9,23746.0,2009
PHL,IAH,10,25661.0,2009
PHL,IAH,11,24603.0,2009
PHL,IAH,12,24672.0,2009
PHL,JFK,1,1620.0,2009
PHL,JFK,2,1308.0,2009
PHL,JFK,3,1381.0,2009
PHL,JFK,4,1788.0,2009
PHL,JFK,5,1855.0,2009
PHL,JFK,6,2070.0,2009
PHL,JFK,7,1428.0,2009
PHL,JFK,8,1540.0,2009
PHL,JFK,9,1093.0,2009
PHL,JFK,10,1095.0,2009
PHL,JFK,11,891.0,2009
PHL,JFK,12,872.0,2009
PHL,LAS,1,24643.0,2009
PHL,LAS,2,25422.0,2009
PHL,LAS,3,30660.0,2009
PHL,LAS,4,32442.0,2009
PHL,LAS,5,33524.0,2009
PHL,LAS,6,32431.0,2009
PHL,LAS,7,33210.0,2009
PHL,LAS,8,32432.0,2009
PHL,LAS,9,29942.0,2009
PHL,LAS,10,30996.0,2009
PHL,LAS,11,28540.0,2009
PHL,LAS,12,25231.0,2009
PHL,LAX,1,21681.0,2009
PHL,LAX,2,20272.0,2009
PHL,LAX,3,25163.0,2009
PHL,LAX,4,26581.0,2009
PHL,LAX,5,27024.0,2009
PHL,LAX,6,31894.0,2009
PHL,LAX,7,33234.0,2009
PHL,LAX,8,33054.0,2009
PHL,LAX,9,24524.0,2009
PHL,LAX,10,26283.0,2009
PHL,LAX,11,24033.0,2009
PHL,LAX,12,26475.0,2009
PHL,LGA,1,8600.0,2009
PHL,LGA,2,9040.0,2009
PHL,LGA,3,10552.0,2009
PHL,LGA,4,11928.0,2009
PHL,LGA,5,12165.0,2009
PHL,LGA,6,12793.0,2009
PHL,LGA,7,13324.0,2009
PHL,LGA,8,13783.0,2009
PHL,LGA,9,14487.0,2009
PHL,LGA,10,15356.0,2009
PHL,LGA,11,14950.0,2009
PHL,LGA,12,15497.0,2009
PHL,MCO,1,55701.0,2009
PHL,MCO,2,59744.0,2009
PHL,MCO,3,74444.0,2009
PHL,MCO,4,74830.0,2009
PHL,MCO,5,67415.0,2009
PHL,MCO,6,64924.0,2009
PHL,MCO,7,66022.0,2009
PHL,MCO,8,66458.0,2009
PHL,MCO,9,46170.0,2009
PHL,MCO,10,57851.0,2009
PHL,MCO,11,53952.0,2009
PHL,MCO,12,58356.0,2009
PHL,MIA,1,20590.0,2009
PHL,MIA,2,22250.0,2009
PHL,MIA,3,24765.0,2009
PHL,MIA,4,23675.0,2009
PHL,MIA,5,21992.0,2009
PHL,MIA,6,20569.0,2009
PHL,MIA,7,22031.0,2009
PHL,MIA,8,21527.0,2009
PHL,MIA,9,16358.0,2009
PHL,MIA,10,20315.0,2009
PHL,MIA,11,19354.0,2009
PHL,MIA,12,23244.0,2009
PHL,MSP,1,18603.0,2009
PHL,MSP,2,15656.0,2009
PHL,MSP,3,17732.0,2009
PHL,MSP,4,20380.0,2009
PHL,MSP,5,22765.0,2009
PHL,MSP,6,25317.0,2009
PHL,MSP,7,29164.0,2009
PHL,MSP,8,27926.0,2009
PHL,MSP,9,23265.0,2009
PHL,MSP,10,23525.0,2009
PHL,MSP,11,21468.0,2009
PHL,MSP,12,19973.0,2009
PHL,ORD,1,47463.0,2009
PHL,ORD,2,42943.0,2009
PHL,ORD,3,56971.0,2009
PHL,ORD,4,60931.0,2009
PHL,ORD,5,61707.0,2009
PHL,ORD,6,64221.0,2009
PHL,ORD,7,66728.0,2009
PHL,ORD,8,67122.0,2009
PHL,ORD,9,57205.0,2009
PHL,ORD,10,62516.0,2009
PHL,ORD,11,57206.0,2009
PHL,ORD,12,46540.0,2009
PHL,PHL,1,149.0,2009
PHL,PHL,2,21.0,2009
PHL,PHL,5,119.0,2009
PHL,PHL,6,64.0,2009
PHL,PHL,8,62.0,2009
PHL,PHL,11,100.0,2009
PHL,PHL,12,100.0,2009
PHL,PHX,1,29642.0,2009
PHL,PHX,2,25891.0,2009
PHL,PHX,3,30238.0,2009
PHL,PHX,4,31536.0,2009
PHL,PHX,5,32854.0,2009
PHL,PHX,6,34557.0,2009
PHL,PHX,7,38295.0,2009
PHL,PHX,8,37508.0,2009
PHL,PHX,9,32647.0,2009
PHL,PHX,10,37905.0,2009
PHL,PHX,11,30714.0,2009
PHL,PHX,12,31390.0,2009
PHL,SEA,1,4754.0,2009
PHL,SEA,2,3818.0,2009
PHL,SEA,3,6926.0,2009
PHL,SEA,4,8010.0,2009
PHL,SEA,5,12528.0,2009
PHL,SEA,6,13918.0,2009
PHL,SEA,7,14748.0,2009
PHL,SEA,8,14242.0,2009
PHL,SEA,9,11759.0,2009
PHL,SEA,10,8382.0,2009
PHL,SEA,11,7351.0,2009
PHL,SEA,12,9427.0,2009
PHL,SFO,1,15581.0,2009
PHL,SFO,2,13067.0,2009
PHL,SFO,3,17036.0,2009
PHL,SFO,4,21442.0,2009
PHL,SFO,5,25283.0,2009
PHL,SFO,6,28477.0,2009
PHL,SFO,7,31072.0,2009
PHL,SFO,8,28834.0,2009
PHL,SFO,9,24793.0,2009
PHL,SFO,10,25745.0,2009
PHL,SFO,11,20313.0,2009
PHL,SFO,12,19396.0,2009
PHX,ATL,1,47758.0,2009
PHX,ATL,2,42359.0,2009
PHX,ATL,3,55294.0,2009
PHX,ATL,4,53740.0,2009
PHX,ATL,5,50175.0,2009
PHX,ATL,6,49015.0,2009
PHX,ATL,7,51385.0,2009
PHX,ATL,8,48840.0,2009
PHX,ATL,9,43706.0,2009
PHX,ATL,10,47509.0,2009
PHX,ATL,11,45508.0,2009
PHX,ATL,12,46939.0,2009
PHX,BOS,1,9044.0,2009
PHX,BOS,2,8687.0,2009
PHX,BOS,3,10621.0,2009
PHX,BOS,4,10628.0,2009
PHX,BOS,5,10558.0,2009
PHX,BOS,6,11437.0,2009
PHX,BOS,7,11054.0,2009
PHX,BOS,8,11808.0,2009
PHX,BOS,9,8608.0,2009
PHX,BOS,10,10834.0,2009
PHX,BOS,11,8942.0,2009
PHX,BOS,12,8996.0,2009
PHX,CLT,1,27246.0,2009
PHX,CLT,2,24167.0,2009
PHX,CLT,3,30452.0,2009
PHX,CLT,4,29860.0,2009
PHX,CLT,5,28810.0,2009
PHX,CLT,6,31520.0,2009
PHX,CLT,7,32168.0,2009
