,Departure,DateOfDeparture,MonthlyPAXMean,WeekdayPAXMean,WeeklyPAXMean
1573,ORD,2011-11-06,11.3478629734974,11.1469405601366,11.3903003406821
1574,SFO,2011-10-21,11.3262120233076,11.522076148468,11.3382354724118
1575,ORD,2012-09-11,11.4171534533023,11.4259437332021,11.4384738223077
1576,LAX,2013-03-04,11.4576652546512,11.4918469543651,11.0930180608396
1577,DFW,2013-01-10,10.833061443034,11.3649594343707,10.6563009718161
1578,SFO,2012-12-25,10.9090738854506,11.2731863042331,9.8230615056
1579,BOS,2013-01-16,10.3995394267986,11.57127662646,10.4467683265065
1580,CLT,2012-02-19,10.2157380426409,10.0743640447417,10.672148363266
1581,MIA,2011-09-19,10.5695654986963,10.7972984632124,10.5476602237738
1582,DFW,2012-08-14,11.1082683411549,11.0105699121597,10.9079538122956
1583,ORD,2012-12-02,10.7477670781003,11.1469405601366,11.1862089522381
1584,ORD,2012-09-07,11.4171534533023,11.3822723248095,10.9952380715976
1585,DEN,2012-11-13,10.616329692477,10.78656887605,10.9134291828648
1586,DEN,2012-11-05,10.616329692477,11.0716034552842,10.93379814785
1587,JFK,2012-09-12,11.3656028193496,11.2637518214344,11.2771253499289
1588,LGA,2012-03-16,11.1819224199005,11.5444509561683,11.143239805825
1589,SEA,2012-11-16,10.8851576799842,11.1271914162474,11.2293190628011
1590,IAH,2012-01-01,10.9452458065706,10.6844560645379,10.4262238873
1591,JFK,2013-02-28,11.1288891292849,11.3030698255037,9.70582639960875
1592,DFW,2012-05-19,10.872086279321,9.68968891917538,10.961805832781
1593,SFO,2012-08-22,11.4839192502872,11.3480337014324,11.5530585823556
1594,PHL,2012-03-31,10.3988437113397,9.26692191894803,10.5444055543913
1595,ATL,2012-05-18,11.244897594285,11.2452830410363,11.4840917829294
1596,ORD,2012-09-03,11.4171534533023,11.7533438325572,10.9952380715976
1597,MSP,2011-09-20,10.9526345357929,11.0352033499738,11.2946781622743
1598,PHL,2012-03-22,10.3988437113397,11.3080818645848,10.129160639725
1599,DFW,2012-10-22,11.1979500206441,11.421708391198,11.34789289685
1600,BOS,2013-03-04,11.0789471728684,11.3980507884823,10.6011206143825
1601,EWR,2011-10-02,11.0474221961769,10.6809814122467,11.1725206959588
1602,SEA,2011-11-03,10.8851576799842,11.2069425532707,10.5915179143873
1603,LAX,2011-12-04,11.160829711438,11.2829811360145,11.5125703027432
1604,PHL,2011-10-22,10.93296933993,9.26692191894803,11.1226236042382
1605,SEA,2012-03-12,10.5247559491895,10.9697095492458,10.978107102675
1606,SEA,2012-11-25,10.8851576799842,10.4445335195561,10.8342892820873
1607,BOS,2012-07-08,10.7476157840209,10.2952626313427,10.5732923530889
1608,ORD,2012-12-05,10.7477670781003,11.5763253169695,11.1862089522381
1609,JFK,2012-07-02,11.39187705632,11.558400654196,11.9276130391286
1610,JFK,2012-04-30,11.5732244454619,11.558400654196,11.54523350586
1611,SEA,2012-10-24,10.7946417984932,10.9511871234233,10.8114200123033
1612,LAS,2012-10-06,11.2174171724103,10.3013190830535,11.1226096552714
1613,SFO,2012-11-15,11.2612044784234,11.5258261882789,11.7011626864
1614,MCO,2012-04-18,11.0048817271882,11.0270678718,11.0204079700667
1615,LGA,2012-12-03,10.8461752695516,11.8298603282886,11.4673202944433
1616,MCO,2012-07-21,10.5875595969612,10.3401238564986,10.9638505370333
1617,LGA,2011-09-10,11.8464516484642,9.76564961347506,12.0437244497375
1618,LAS,2012-08-02,10.7079400294991,11.0708968642921,10.429739173465
1619,PHL,2012-02-27,10.7144120295347,11.3317960184457,10.825063499071
1620,LAS,2012-08-12,10.7079400294991,10.9898638422471,10.8997029792375
1621,MSP,2012-03-23,10.5125926414196,11.1721745117658,10.6845653903
1622,JFK,2012-09-23,11.3656028193496,11.3577388607836,11.36331525228
1623,SFO,2011-11-28,11.2612044784234,11.2447785394506,11.1321909940538
1624,EWR,2012-10-24,11.0474221961769,10.9632299236616,11.3151747102636
1625,DTW,2013-01-28,10.4779180638166,10.7690768760526,10.3401385289356
1626,LAX,2012-06-30,11.5045439058963,10.8779034609239,11.5920681785143
1627,ATL,2011-12-03,10.5960251009596,9.97610213184916,11.017150415881
1628,SFO,2011-12-15,10.9090738854506,11.5258261882789,11.4615504525788
1629,DFW,2012-03-16,11.0311512247768,11.334770797711,11.3230153217222
1630,EWR,2012-01-26,10.5118315536221,10.9324383654187,10.7232531505237
1631,IAH,2012-07-15,10.4643539701983,10.6844560645379,10.4478157793
1632,BOS,2012-02-10,10.8276335167652,11.0845112624619,10.8874397622032
1633,DEN,2013-02-26,10.6435501727357,10.78656887605,10.2486389998282
1634,LAX,2012-12-18,11.160829711438,11.2821556260171,11.2033893920318
1635,SFO,2012-03-25,11.0861862906167,11.1317029296239,11.278758562975
1636,SFO,2012-10-03,11.3262120233076,11.3480337014324,11.394507287132
1637,SFO,2011-09-12,11.3598612209265,11.2447785394506,11.2805852790211
1638,EWR,2012-01-01,10.5118315536221,10.6809814122467,10.0969061366195
1639,ATL,2012-09-04,11.0125713269174,11.0474358864423,10.9441386078003
1640,JFK,2012-03-30,11.2998951997929,11.4544837388269,11.5018801292333
1641,CLT,2012-06-29,10.6544493577108,10.4765602610848,10.67538419266
1642,BOS,2012-03-19,11.0789471728684,11.3980507884823,11.41238830202
1643,BOS,2011-09-08,11.3628994822824,11.589740947341,11.2811536773168
1644,LAS,2013-02-02,10.7011079719927,10.3013190830535,10.3583750784918
1645,BOS,2012-12-18,10.4632571808181,11.3122554161234,10.6071437067881
1646,LAX,2012-12-31,11.160829711438,11.4918469543651,10.1734082902967
1647,DTW,2013-01-18,10.4779180638166,10.8474181796174,10.8348463610262
1648,LAX,2012-11-15,11.2724606632241,11.6678915221641,11.4134361537809
1649,ORD,2011-12-31,10.7477670781003,10.0283188007474,9.54670433102286
1650,LGA,2012-03-25,11.1819224199005,10.84981014069,11.998342282455
1651,EWR,2012-08-23,10.6786557617261,10.9324383654187,10.6654933364571
1652,JFK,2012-08-23,11.4392516100788,11.3030698255037,11.0702883880333
1653,SFO,2012-04-10,11.2517345163785,11.2731863042331,11.3040209208657
1654,LAS,2011-11-03,10.7407520191126,11.0708968642921,10.8966332446882
1655,IAH,2011-12-10,10.3852174543442,9.78704632518046,10.4093475289529
1656,PHL,2012-04-22,10.6805866948757,10.4783051254079,10.7686392179586
1657,ORD,2012-09-29,11.4171534533023,10.0283188007474,11.6450603198394
1658,LAX,2012-04-06,11.4119945495386,11.7046174466157,11.2327760686667
1659,LGA,2012-11-02,11.0517447554759,11.5444509561683,10.3509004959924
1660,JFK,2011-12-25,10.9676411139293,11.3577388607836,10.580043000757
1661,MCO,2013-03-01,10.8225779628806,11.1827857185385,11.0062618270438
1662,LAX,2013-02-09,11.2311165691035,10.8779034609239,11.1264071684673
1663,JFK,2012-11-11,11.085788402275,11.3577388607836,10.9749719010707
1664,LAX,2012-11-07,11.2724606632241,11.4431077749887,11.213002682413
1665,LAX,2013-02-13,11.2311165691035,11.4431077749887,11.1642751460773
1666,PHX,2013-02-15,10.9750339786679,10.9769932664355,10.4412666493633
1667,ATL,2012-08-19,11.1218545766841,10.7841705489568,11.2199584237065
1668,LAS,2011-12-27,10.176460234586,10.4934348961779,9.51160118701
1669,SFO,2012-08-21,11.4839192502872,11.2731863042331,11.5530585823556
1670,BOS,2012-09-07,11.3628994822824,11.0845112624619,11.2811536773168
1671,LGA,2012-12-15,10.8461752695516,9.76564961347506,11.4536757121739
1672,SFO,2012-12-01,10.9090738854506,10.509031327209,11.1321909940538
1673,SEA,2012-09-01,11.2242868110271,9.88097558873259,11.077809656
1674,JFK,2013-02-11,11.1288891292849,11.558400654196,11.26045979465
1675,ORD,2012-12-19,10.7477670781003,11.5763253169695,10.6742942516844
1676,SFO,2012-05-11,11.4525059437458,11.522076148468,11.4021912351538
1677,MSP,2012-12-28,10.3937877974083,11.1721745117658,9.886394431725
1678,MCO,2013-03-04,10.8225779628806,10.6847948705659,11.0062618270438
1679,ORD,2012-07-13,11.2819351146499,11.3822723248095,11.6428410340611
1680,EWR,2012-01-27,10.5118315536221,10.7461537145775,10.7232531505237
1681,SFO,2011-12-02,10.9090738854506,11.522076148468,11.1321909940538
1682,ORD,2012-04-01,11.3585187911856,11.1469405601366,11.1781879172359
1683,BOS,2011-10-24,11.2927305073232,11.3980507884823,11.548959125384
1684,PHX,2012-10-16,10.7352369777432,10.6203479539348,10.6476627072367
1685,SEA,2012-01-07,10.4916565985922,9.88097558873259,10.0895228479087
1686,DTW,2012-12-26,10.0538130466545,10.8682506128973,9.75098940946167
1687,ATL,2012-03-01,10.9238244018366,11.2753141132658,10.7000371441407
1688,SEA,2013-02-07,10.560477505344,11.2069425532707,10.5468057194813
1689,LAX,2012-12-30,11.160829711438,11.2829811360145,10.1734082902967
1690,BOS,2013-02-25,10.8276335167652,11.3980507884823,10.9162108565112
1691,LGA,2012-08-20,11.1959338224071,11.8298603282886,11.0513148424473
1692,LAS,2013-01-05,10.7264899548344,10.3013190830535,10.2381496861138
1693,ORD,2012-10-12,11.6086506460176,11.3822723248095,11.5608494116244
1694,EWR,2012-11-23,10.4200136713908,10.7461537145775,9.37705970906267
1695,ORD,2012-08-21,11.3333438577217,11.4259437332021,11.0835576640546
1696,LAX,2013-01-27,11.27208698888,11.2829811360145,11.1115556488559
1697,BOS,2012-06-17,11.3006647084926,10.2952626313427,11.226069046844
1698,JFK,2013-01-10,11.24891039476,11.3030698255037,11.4065904372531
1699,JFK,2011-09-20,11.3656028193496,11.1244704682505,11.7734343733909
1700,ATL,2012-06-21,11.2675931737555,11.2753141132658,11.2895922541667
1701,ORD,2012-04-18,11.3585187911856,11.5763253169695,11.6734292653242
1702,DEN,2012-04-14,10.6909596282393,9.55590371884156,10.7599490741782
1703,LAX,2012-07-01,11.391544960945,11.2829811360145,10.7347190146455
1704,ORD,2011-11-20,11.3478629734974,11.1469405601366,10.5590875511525
1705,LGA,2012-11-23,11.0517447554759,11.5444509561683,9.65697619238538
1706,LGA,2012-01-26,11.2180486818821,12.0208576160081,10.5551493132093
1707,BOS,2011-10-30,11.2927305073232,10.2952626313427,10.6457491449853
1708,LAS,2012-11-15,10.7407520191126,11.0708968642921,10.974116189932
1709,ORD,2012-04-23,11.3585187911856,11.7533438325572,11.4833614931475
1710,ORD,2013-02-23,11.3429588383573,10.0283188007474,11.4107412363027
1711,DTW,2013-02-03,10.3869591672672,10.2435957230031,10.5705334353025
1712,DEN,2012-10-20,10.818385590131,9.55590371884156,11.031164725339
1713,BOS,2012-06-15,11.3006647084926,11.0845112624619,10.6964031812188
1714,DFW,2012-06-02,11.2273288960637,9.68968891917538,10.6460354605617
1715,ATL,2012-06-30,11.2675931737555,9.97610213184916,11.1701147096545
1716,MIA,2011-10-27,10.7314255076942,10.6280117271903,10.92133552773
1717,MSP,2012-04-17,10.6519137170117,11.0352033499738,10.2879331373733
1718,EWR,2012-07-28,10.6699218053519,9.62753091439696,10.9764583081
1719,PHL,2012-02-21,10.7144120295347,10.9647900169658,10.8043287070275
1720,SFO,2012-02-13,11.1652391878849,11.2447785394506,10.9471149496588
1721,LGA,2012-01-04,11.2180486818821,11.9798840937432,11.1301622686264
1722,PHL,2013-01-23,10.5610571881515,11.1546495472498,10.3345285083008
1723,MSP,2012-09-13,10.9526345357929,11.5402513449149,11.0250170608455
1724,DFW,2012-05-27,10.872086279321,10.7258587942044,10.6460354605617
1725,IAH,2012-07-27,10.4643539701983,10.9511447318937,10.8931236783
1726,EWR,2012-04-22,10.8760846446052,10.6809814122467,11.0108513394727
1727,LAS,2011-11-17,10.7407520191126,11.0708968642921,10.974116189932
1728,EWR,2012-04-05,10.8760846446052,10.9324383654187,10.828479857425
1729,DTW,2012-02-03,10.3869591672672,10.8474181796174,10.5705334353025
1730,ORD,2012-11-11,11.3478629734974,11.1469405601366,11.7998685664606
1731,SFO,2012-07-07,11.2491259971573,10.509031327209,10.7713440096633
1732,ATL,2011-11-08,10.982421665418,11.0474358864423,11.1868549985414
1733,LAS,2012-09-05,11.0911524074966,10.6151899016265,10.59126755498
1734,DFW,2011-09-20,11.191341090161,11.0105699121597,11.478902255774
1735,BOS,2012-12-21,10.4632571808181,11.0845112624619,10.6071437067881
1736,EWR,2012-03-29,10.7909964325816,10.9324383654187,11.26481111
1737,MSP,2012-09-14,10.9526345357929,11.1721745117658,11.0250170608455
1738,LAX,2012-01-27,11.27208698888,11.7046174466157,11.1115556488559
1739,LGA,2012-08-09,11.1959338224071,12.0208576160081,12.27313417595
1740,EWR,2012-09-14,11.005931566436,10.7461537145775,11.182825713258
1741,PHL,2013-02-10,10.7144120295347,10.4783051254079,10.75620047414
1742,PHL,2012-07-26,10.5840155739779,11.3080818645848,11.0843954081429
1743,DTW,2011-12-01,10.0538130466545,10.9743570472382,10.399844576659
1744,MIA,2011-12-17,10.4764400150615,10.1532097120846,10.3274790918125
1745,LAX,2012-07-15,11.391544960945,11.2829811360145,11.9975096592778
1746,ORD,2012-09-18,11.4171534533023,11.4259437332021,11.6762996522813
1747,DFW,2012-10-14,11.1979500206441,10.7258587942044,11.3966709333311
1748,JFK,2012-11-02,11.085788402275,11.4544837388269,10.8456988113867
1749,MSP,2012-06-01,11.551229586955,11.1721745117658,11.7185574188667
1750,ATL,2012-01-02,10.8722063786673,11.4174821150956,10.2511186196459
1751,DTW,2012-07-15,10.8027297327585,10.2435957230031,11.0979735635
1752,LGA,2013-01-15,11.2180486818821,11.6989741399885,11.2689268836
1753,MSP,2011-11-09,10.7623063239459,11.2786501626185,10.9921857930233
1754,PHL,2013-01-04,10.5610571881515,10.7459127898702,10.2388709357207
1755,SFO,2011-09-17,11.3598612209265,10.509031327209,11.5841921830739
1756,LAX,2012-01-01,11.27208698888,11.2829811360145,11.0812063732392
1757,ORD,2012-01-20,11.0897191032697,11.3822723248095,11.3823222081281
1758,EWR,2012-11-19,10.4200136713908,11.2321697452369,9.37705970906267
1759,MSP,2012-04-21,10.6519137170117,9.39315278855139,10.2879331373733
1760,SFO,2012-09-23,11.3598612209265,11.1317029296239,11.573323575255
1761,SFO,2012-07-24,11.2491259971573,11.2731863042331,11.8111476267889
1762,JFK,2012-07-09,11.39187705632,11.558400654196,11.15106109402
1763,DFW,2012-01-25,10.833061443034,11.2645614220793,11.0123775580541
1764,DFW,2012-09-23,11.191341090161,10.7258587942044,11.0207835180772
1765,PHL,2012-04-15,10.6805866948757,10.4783051254079,10.6294733942657
1766,ORD,2012-08-12,11.3333438577217,11.1469405601366,11.2755225442606
1767,DTW,2011-10-10,10.8506540675376,10.7690768760526,10.9656907952667
1768,BOS,2011-12-20,10.4632571808181,11.3122554161234,10.6071437067881
1769,BOS,2012-04-23,10.8573039734333,11.3980507884823,10.6555991317457
1770,SFO,2011-11-11,11.2612044784234,11.522076148468,11.412113206224
1771,EWR,2012-07-19,10.6699218053519,10.9324383654187,11.046710782355
1772,LGA,2011-12-29,10.8461752695516,12.0208576160081,9.73339719050118
1773,SEA,2011-10-17,10.7946417984932,10.9697095492458,11.1142464170545
1774,LAX,2012-12-15,11.160829711438,10.8779034609239,11.434821162332
1775,LAX,2011-11-15,11.2724606632241,11.2821556260171,11.4134361537809
1776,ORD,2012-05-03,11.4519192265109,11.7012876514128,11.62687530955
1777,SFO,2012-07-16,11.2491259971573,11.2447785394506,11.4984456909636
1778,DEN,2012-11-04,10.616329692477,10.6205023879042,10.93379814785
1779,LGA,2012-07-15,11.4391145000458,10.84981014069,11.88906380766
1780,LAX,2012-02-27,11.2311165691035,11.4918469543651,11.0930180608396
1781,ATL,2012-12-30,10.5960251009596,10.7841705489568,9.184177899874
1782,SFO,2012-08-18,11.4839192502872,10.509031327209,11.4191282221588
1783,CLT,2012-08-12,10.4892990903713,10.0743640447417,10.6361171597
1784,SFO,2012-06-11,11.5977789845796,11.2447785394506,11.6971189150333
1785,LGA,2013-02-14,10.9347961446718,12.0208576160081,11.2275610906843
1786,ORD,2012-11-06,11.3478629734974,11.4259437332021,11.3903003406821
1787,PHL,2012-01-06,10.5610571881515,10.7459127898702,10.2388709357207
1788,PHL,2011-11-15,10.7832332594174,10.9647900169658,11.1201702333231
1789,MCO,2012-08-21,11.3002778891875,10.7711571475276,11.20940433775
1790,SFO,2012-01-22,10.9640841452788,11.1317029296239,11.1435614350683
1791,SEA,2012-04-05,10.8289907415775,11.2069425532707,10.7419887491
1792,DTW,2012-11-06,10.397125212545,10.8460270246324,10.622392568875
1793,BOS,2012-05-31,11.1699326281673,11.589740947341,10.9996322057817
1794,ORD,2012-09-28,11.4171534533023,11.3822723248095,11.6450603198394
1795,PHL,2012-12-16,10.333256356517,10.4783051254079,10.2805937256921
1796,MCO,2012-11-14,10.8587546651821,11.0270678718,11.393938257575
1797,ORD,2012-04-17,11.3585187911856,11.4259437332021,11.6734292653242
1798,LGA,2012-04-05,11.962424465909,12.0208576160081,11.8045952030429
1799,ATL,2012-03-06,10.9238244018366,11.0474358864423,11.1356483019519
1800,LAX,2012-10-17,11.5888636319787,11.4431077749887,11.746552366365
1801,LAX,2013-01-26,11.27208698888,10.8779034609239,11.1115556488559
1802,LAS,2011-11-11,10.7407520191126,11.1633447411449,10.984099273055
1803,SFO,2012-09-15,11.3598612209265,10.509031327209,11.2805852790211
1804,MCO,2012-09-10,10.6942156976816,10.6847948705659,10.779822805008
1805,LAX,2012-03-30,11.4576652546512,11.7046174466157,11.7093424596769
1806,JFK,2012-11-30,11.085788402275,11.4544837388269,11.602923786778
1807,ORD,2011-11-02,11.3478629734974,11.5763253169695,11.258568582913
1808,MSP,2011-09-05,10.9526345357929,11.2856497761247,10.375069595414
1809,JFK,2012-06-21,11.4443747865961,11.3030698255037,12.12431740406
1810,ATL,2012-07-30,10.9673289854857,11.4174821150956,10.9509946446
1811,LAX,2012-12-26,11.160829711438,11.4431077749887,10.8181494530296
1812,LAS,2012-08-27,10.7079400294991,10.7858874535237,10.3115276749911
1813,ATL,2012-02-05,10.9483066347523,10.7841705489568,11.1150667344903
1814,ORD,2013-02-10,11.3429588383573,11.1469405601366,11.384082024795
1815,MCO,2012-12-31,10.4886532252712,10.6847948705659,9.14821853495
1816,DFW,2011-10-25,11.1979500206441,11.0105699121597,11.34789289685
1817,LAX,2012-11-16,11.2724606632241,11.7046174466157,11.4134361537809
1818,LAS,2011-09-03,11.0911524074966,10.3013190830535,10.59126755498
1819,SFO,2012-09-20,11.3598612209265,11.5258261882789,11.5841921830739
1820,LAS,2012-05-22,11.0853228109145,10.4934348961779,11.13332809245
1821,DFW,2012-10-09,11.1979500206441,11.0105699121597,11.0657170628685
1822,LAS,2011-10-25,11.2174171724103,10.4934348961779,11.4867349629455
1823,BOS,2012-05-18,11.1699326281673,11.0845112624619,11.1011720049167
1824,ORD,2012-04-20,11.3585187911856,11.3822723248095,11.6734292653242
1825,JFK,2012-08-01,11.4392516100788,11.2637518214344,11.1213796101875
1826,ORD,2012-07-06,11.2819351146499,11.3822723248095,9.83347433880375
1827,LAX,2011-09-29,11.5344243041897,11.6678915221641,11.4290672050971
1828,DEN,2012-10-16,10.818385590131,10.78656887605,11.031164725339
1829,MSP,2011-11-22,10.7623063239459,11.0352033499738,9.98916293084
1830,ORD,2011-12-30,10.7477670781003,11.3822723248095,9.87860672492594
1831,DFW,2012-09-07,11.191341090161,11.334770797711,10.8570918589861
1832,JFK,2011-09-25,11.3656028193496,11.3577388607836,11.36331525228
1833,LGA,2012-11-12,11.0517447554759,11.8298603282886,11.5089833554632
1834,ORD,2012-02-04,11.3429588383573,10.0283188007474,10.9760863023833
1835,DEN,2012-10-15,10.818385590131,11.0716034552842,11.031164725339
1836,DEN,2012-01-26,10.4889502088442,10.9496768109714,10.829041331855
1837,DFW,2012-04-12,11.1760816791704,11.3649594343707,11.2101701301436
1838,DEN,2011-09-11,10.8142720420334,10.6205023879042,10.9452326326383
1839,BOS,2012-06-19,11.3006647084926,11.3122554161234,11.226069046844
1840,LAS,2012-04-16,10.7928732108372,10.7858874535237,10.8933034128233
1841,BOS,2013-02-19,10.8276335167652,11.3122554161234,10.9162108565112
1842,DEN,2012-04-06,10.6909596282393,10.8007951104612,10.3700140075064
1843,MCO,2011-12-17,10.4886532252712,10.3401238564986,10.5008317601333
1844,MSP,2012-06-17,11.551229586955,10.2670126975129,11.3338992141167
1845,PHL,2012-08-01,10.7291083842342,11.1546495472498,10.7204426285286
1846,DFW,2011-10-15,11.1979500206441,9.68968891917538,11.3966709333311
1847,DEN,2012-04-12,10.6909596282393,10.9496768109714,10.7599490741782
1848,DFW,2011-11-16,10.7595028669518,11.2645614220793,11.222034587586
1849,ORD,2012-05-04,11.4519192265109,11.3822723248095,11.62687530955
1850,EWR,2012-05-26,10.975676619157,9.62753091439696,11.0370725369509
1851,SFO,2012-06-20,11.5977789845796,11.3480337014324,11.6212945659077
1852,MCO,2012-11-29,10.8587546651821,11.244282984,10.70079303255
1853,ATL,2011-12-01,10.5960251009596,11.2753141132658,10.8655918259359
1854,DEN,2011-11-02,10.616329692477,10.8758461074249,10.5037004636068
1855,DFW,2012-04-10,11.1760816791704,11.0105699121597,11.2101701301436
1856,DEN,2012-12-10,10.4051399165647,11.0716034552842,10.7083863812604
1857,DFW,2012-09-08,11.191341090161,9.68968891917538,10.8570918589861
1858,DFW,2011-12-13,10.4593934636056,11.0105699121597,10.9586760305815
1859,SFO,2012-04-19,11.2517345163785,11.5258261882789,11.1186941447545
1860,ORD,2012-04-02,11.3585187911856,11.7533438325572,11.1781879172359
1861,MSP,2011-11-10,10.7623063239459,11.5402513449149,10.9921857930233
1862,ATL,2012-04-26,11.0520892734339,11.2753141132658,11.1790380728514
1863,MIA,2011-10-01,10.7314255076942,10.1532097120846,10.4186205474183
1864,ATL,2012-10-23,11.2466543461049,11.0474358864423,11.3257156158651
1865,LAX,2012-09-13,11.5344243041897,11.6678915221641,11.6158540342844
1866,ATL,2012-07-03,10.9673289854857,11.0474358864423,10.2081653415739
1867,BOS,2012-09-16,11.3628994822824,10.2952626313427,11.4554679341339
1868,BOS,2013-02-12,10.8276335167652,11.3122554161234,10.6667809029475
1869,DEN,2011-11-01,10.616329692477,10.78656887605,10.5037004636068
1870,LAS,2011-10-06,11.2174171724103,11.0708968642921,11.1226096552714
1871,DEN,2011-10-25,10.818385590131,10.78656887605,10.8854431585359
1872,EWR,2013-01-23,10.5118315536221,10.9632299236616,10.7232531505237
1873,SFO,2011-11-23,11.2612044784234,11.3480337014324,10.6888579094686
1874,BOS,2012-06-29,11.3006647084926,11.0845112624619,11.573547824
1875,ATL,2012-01-25,10.8722063786673,11.1839889096902,11.08401070918
1876,ORD,2012-01-18,11.0897191032697,11.5763253169695,11.3823222081281
1877,IAH,2013-01-28,10.9452458065706,10.6539404981479,11.1832217639167
1878,ATL,2011-11-20,10.982421665418,10.7841705489568,10.2898359866223
1879,SFO,2013-01-29,10.9640841452788,11.2731863042331,11.0745415123788
1880,DFW,2013-01-26,10.833061443034,9.68968891917538,11.0123775580541
1881,DFW,2012-05-30,10.872086279321,11.2645614220793,10.6460354605617
1882,DEN,2013-01-01,10.4889502088442,10.78656887605,10.16598644623
1883,LGA,2012-07-24,11.4391145000458,11.6989741399885,11.1559037589115
1884,ORD,2012-04-25,11.3585187911856,11.5763253169695,11.4833614931475
1885,BOS,2012-08-11,10.7510865571418,9.26756528117,10.4523368060025
1886,MIA,2012-10-16,10.7314255076942,10.580207354056,10.859971881
1887,DTW,2012-04-26,10.5305123751041,10.9743570472382,10.500319411834
1888,EWR,2011-09-18,11.005931566436,10.6809814122467,11.0318130867758
1889,LGA,2012-08-03,11.1959338224071,11.5444509561683,11.4140202302157
1890,LGA,2012-08-18,11.1959338224071,9.76564961347506,10.735350410014
1891,DFW,2012-03-30,11.0311512247768,11.334770797711,11.168722662275
1892,LAS,2012-12-19,10.176460234586,10.6151899016265,10.240583376435
1893,SEA,2012-09-29,11.2242868110271,9.88097558873259,11.0323721247018
1894,IAH,2011-10-15,10.8121635771942,9.78704632518046,10.8568705551975
1895,SFO,2012-12-22,10.9090738854506,10.509031327209,10.9241750017976
1896,LAX,2012-10-09,11.5888636319787,11.2821556260171,11.6560016267783
1897,PHL,2012-06-10,11.1486656131281,10.4783051254079,11.3185377770286
1898,SEA,2012-05-06,10.7766082562487,10.4445335195561,10.93274147539
1899,ORD,2012-12-03,10.7477670781003,11.7533438325572,11.1862089522381
1900,DEN,2012-02-25,10.6435501727357,9.55590371884156,10.7463648190748
1901,ATL,2011-09-12,11.0125713269174,11.4174821150956,10.9981110604757
1902,LAX,2012-02-04,11.2311165691035,10.8779034609239,11.3243734255781
1903,LAX,2013-02-03,11.2311165691035,11.2829811360145,11.3243734255781
1904,DFW,2012-01-14,10.833061443034,9.68968891917538,10.6563009718161
1905,MSP,2011-09-13,10.9526345357929,11.0352033499738,11.0250170608455
1906,BOS,2012-12-27,10.4632571808181,11.589740947341,9.28424689061933
1907,ORD,2012-01-01,11.0897191032697,11.1469405601366,10.4689324504884
1908,LGA,2012-12-16,10.8461752695516,10.84981014069,11.1614448884669
1909,IAH,2012-10-06,10.8121635771942,9.78704632518046,10.4913161023725
1910,DFW,2011-11-12,10.7595028669518,9.68968891917538,11.222034587586
1911,LAS,2012-07-15,10.56053207953,10.9898638422471,10.7162101128571
1912,ATL,2012-11-13,10.982421665418,11.0474358864423,11.2027602226513
1913,PHL,2012-10-13,10.93296933993,9.26692191894803,10.616301402221
1914,SFO,2012-03-30,11.0861862906167,11.522076148468,11.278758562975
1915,BOS,2012-03-28,11.0789471728684,11.57127662646,11.610834149975
1916,ATL,2011-10-29,11.2466543461049,9.97610213184916,10.9626964436028
1917,DFW,2013-01-09,10.833061443034,11.2645614220793,10.6563009718161
1918,PHX,2011-12-12,10.2181759139026,10.59977285993,10.267884353126
1919,BOS,2012-02-05,10.8276335167652,10.2952626313427,10.8874397622032
1920,SFO,2012-11-05,11.2612044784234,11.2447785394506,11.412113206224
1921,BOS,2012-08-31,10.7510865571418,11.0845112624619,10.6986794228075
1922,ATL,2012-06-28,11.2675931737555,11.2753141132658,11.1701147096545
1923,BOS,2011-10-15,11.2927305073232,9.26756528117,11.7381605268158
1924,IAH,2011-09-28,10.6639448304395,10.5420334951236,10.6749120362
1925,DEN,2011-11-17,10.616329692477,10.9496768109714,10.9134291828648
1926,LAX,2012-09-27,11.5344243041897,11.6678915221641,11.4290672050971
1927,PHL,2012-06-15,11.1486656131281,10.7459127898702,11.3185377770286
1928,ORD,2012-02-07,11.3429588383573,11.4259437332021,11.384082024795
1929,LAS,2012-02-28,10.7011079719927,10.4934348961779,10.7566161698212
1930,PHL,2011-10-05,10.93296933993,11.1546495472498,11.1833197563577
1931,PHL,2012-02-05,10.7144120295347,10.4783051254079,10.75620047414
1932,ORD,2012-02-12,11.3429588383573,11.1469405601366,11.2620602207283
1933,SFO,2012-03-16,11.0861862906167,11.522076148468,11.1018353207143
1934,MIA,2011-09-24,10.5695654986963,10.1532097120846,10.5880326192213
1935,ORD,2011-10-21,11.6086506460176,11.3822723248095,11.7724800731183
1936,MIA,2011-10-13,10.7314255076942,10.6280117271903,10.8022686612271
1937,SEA,2012-12-14,10.4427340715667,11.1271914162474,10.7695169745092
1938,SFO,2012-03-22,11.0861862906167,11.5258261882789,11.2871951341242
1939,LAX,2012-07-17,11.391544960945,11.2821556260171,11.9975096592778
1940,MSP,2012-06-18,11.551229586955,11.2856497761247,11.3338992141167
1941,BOS,2012-11-14,11.1098576260649,11.57127662646,11.4066290168894
1942,DEN,2011-12-17,10.4051399165647,9.55590371884156,10.4992706191986
1943,JFK,2012-10-19,11.3969680111376,11.4544837388269,12.12321157032
1944,MCO,2012-10-21,11.1009397063111,10.6047887191327,11.2475530175833
